palabra,gematria,reduccion,traduccion,pagina
וישמעו,432,9,yOyeron,G12
את,401,5,**,G12
קול,136,10,vozDe,G12
יהוה,26,8,Ashem,G12
אלהים,646,16,Dios,G12
מתהלך,975,21,andand0,G12
בגן,705,12,enElHuerto,G12
לרוח,244,10,alVientoDe,G12
היום,621,9,elDia,G12
ויתחבא,427,13,ySeEscondio,G12
האדם,610,7,elHombre,G12
ואשתו,713,11,ySuMujer,G12
מפני,180,9,deLaFaz,G12
יהוה,26,8,Ashem,G12
אלהים,646,16,Dios,G12
בתוך,908,17,entre,G12
עץ,970,16,arbolDe,G12
הגן,708,15,elHuerto,G12
ויקרא,317,11,yLlamo,G12
יהוה,26,8,Ashem,G12
אלהים,646,16,Dios,G12
אל,31,4,a,G12
האדם,610,7,elHombre,G12
ויאמר,257,14,yDijo,G12
לו,36,9,el,G12
איכה,36,9,dondeTu,G12
ויאמר,257,14,yDijo,G12
את,401,5,**,G12
קלך,630,9,tuVoz,G12
שמעתי,820,10,oi,G12
בגן,705,12,enElHuerto,G12
ואירא,218,11,yTuveMiedo,G12
כי,30,3,porque,G12
עירם,880,16,desnudo,G12
אנכי,81,9,yo,G12
ואחבא,18,9,yTemi,G12
ויאמר,257,14,yDijo,G12
מי,50,5,quien,G12
הגיד,22,4,dijo,G12
לך,530,8,ati,G12
כי,30,3,que,G12
עירם,880,16,desnudo,G12
אתה,406,10,tu,G12
המן,745,16,acasoDe,G12
העץ,975,21,elArbol,G12
אשר,501,6,que,G12
צויתיך,1016,8,mandeATi,G12
לבלתי,472,13,paraNo,G12
אכל,51,6,comer,G12
ממנו,136,10,deEl,G12
אכלת,451,10,comiste,G12
ויאמר,257,14,yDijo,G12
האדם,610,7,elHombre,G12
האשה,311,5,laMujer,G12
אשר,501,6,que,G12
נתתה,855,23,diste,G12
עמדי,124,7,conMigo,G12
הוא,12,3,ella,G12
ותנה,461,11,dio,G12
לי,40,4,aMi,G12
מן,740,11,de,G12
העץ,975,21,elArbol,G12
ואכל,57,12,yComi,G12
ויאמר,257,14,yDijo,G12
יהוה,26,8,Ashem,G12
אלהים,646,16,Dios,G12
לאשה,336,12,aLaMujer,G12
מה,45,9,que,G12
זאת,408,12,esto,G12
עשית,780,15,hiciste,G12
ותאמר,647,17,yDijo,G12
האשה,311,4,laMujer,G12
הנחש,363,12,laSerpiente,G12
השיאני,376,16,meEngaño,G12
ואכל,57,12,yComi,G12
ויאמר,257,14,yDijo,G12
יהוה,26,8,Ashem,G12
אלהים,646,16,Dios,G12
אל,31,4,a,G12
הנחש,363,12,laSerpiente,G12
כי,30,3,porQue,G12
עשית,780,15,hiciste,G12
זאת,408,12,esto,G12
ארור,407,11,maldita,G12
אתה,406,10,tu,G12
מכל,90,9,deTodo,G12
הבהמה,57,12,animal,G12
ומכל,96,15,yDeToda,G12
חית,418,13,bestiaDe,G12
השדה,314,8,elCampo,G12
על,100,1,sobre,G12
גחנך,516,12,tuVientre,G12
תלך,930,12,andaras,G12
ועפר,357,15,yPolvo,G12
תאכל,451,10,comeras,G12
כל,50,5,todos,G12
ימי,60,6,diasDe,G12
חייך,528,15,tuVida,G12
ואיבה,24,6,yEnemistad,G12
אשית,711,9,pondre,G12
בינך,562,13,entreTi,G12
ובין,718,16,yEntre,G12
האשה,311,5,laMujer,G12
ובין,718,16,yEntre,G12
זרעך,777,21,tuDesendencia,G12
ובין,718,16,yEntre,G12
זרעה,282,12,seDesendencia,G12
הוא,12,3,el,G12
ישופך,896,18,teAplastara,G12
ראש,501,6,cabeza,G12
ואתה,412,7,yTu,G12
תשופנו,842,14,leHeriras,G12
עקב,172,10,talon,G12
אל,31,4,a,G12
האשה,311,5,laMujer,G12
אמר,241,7,dijo,G12
הרבה,121,4,aumentar,G12
עצבונך,718,16,tuDolor,G12
והרנך,761,14,yTuParto,G12
בעצב,164,11,enDolor,G12
תלדי,444,12,criaras,G12
בנים,662,14,hijos,G12
ואל,37,10,yPara,G12
אישך,811,10,tuHombre,G12
תשוקתך,1706,14,tuDeseo,G12
והוא,18,9,yEl,G12
ימשל,380,11,mandara,G12
בך,502,7,enTi,G12
ולאדם,641,11,yAlHombre,G12
אמר,241,7,dijo,G12
כי,30,3,porQue,G12
שמעת,810,9,escuchaste,G12
לקול,166,13,aVozDe,G12
אשתך,1201,4,tumujer,G12
ותאכל,457,16,yComiste,G12
מן,740,11,de,G12
העץ,975,21,elArbol,G12  
אשר,501,6,que,G12
צויתיך,1016,8,teMande,G12
לאמר,271,10,paraDecir,G12
לא,31,4,no,G12
תאכל,451,10,comas,G12
ממנו,136,10,deEl,G14
ארורה,412,7,maldito,G14
האדמה,55,10,elTerreno,G14
בעבורך,780,15,porTuCausa,G14
בעצבון,870,15,enDolor,G14
תאכלנה,506,11,loComeras,G14
כל,50,5,todos,G14
ימי,60,6,diasDe,G14
חייך,528,15,tuVida,G14
וקוץ,1012,4,yEspinos,G14
ודרדר,414,9,yCardos,G14
תצמיח,548,17,producira,G14
לך,530,8,paraTi,G14
ואכלת,457,16,yComeras,G14
את,401,5,**,G14
עשב,372,12,plantaDe,G14
השדה,314,8,elCampo,G14
בזעת,479,20,conSudorDe,G14
אפיך,591,15,tuFrente,G14
תאכל,451,10,comeras,G14
לחם,638,17,pan,G14
עד,74,11,hasta,G14
שובך,888,24,tuRegresar,G14
אל,31,4,a,G14
האדמה,55,10,elTerreno,G14
כי,30,3,porQue,G14
ממנה,135,9,deElla,G14
לקחת,538,16,fuisteTomado,G14
כי,30,3,porQue,G14
עפר,350,8,polvo,G14
אתה,412,7,tu,G14
ואל,37,10,yAl,G14
עפר,350,8,polvo,G14
תשוב,708,15,volveras,G14
ויקרא,317,11,yLlamo,G14
האדם,610,7,elHombre,G14
שם,900,9,nombreDe,G14
אשתו,707,14,suMujer,G14
חוה,19,10,eva,G14
כי,30,3,porQue,G14
הוא,12,3,ella,G14
היתה,420,6,seria,G14
אם,601,7,madreDe,G14
כל,50,5,todos,G14
חי,18,9,vivientes,G14
ויעש,386,17,eHizo,G14
יהוה,26,8,Ashem,G14
אלהים,646,16,Dios,G14
לאדם,635,14,paraHombre,G14
ולאשתו,743,14,yParaSuMujer,G14
כתנות,876,21,vestidosDe,G14
עור,276,15,piel,G14
וילבשם,948,21,yLosVistio,G14
ויאמר,257,14,yDijo,G14
יהוה,26,8,Ashem,G14
אלהים,646,16,Dios,G14
הן,705,12,mira,G14
האדם,610,7,elHombre,G14
היה,20,2,es,G14
כאחד,33,6,comoUno,G14
ממנו,136,10,deNosotros,G14
לדעת,504,9,paraSaber,G14
טוב,17,8,bien,G14
ורע,276,15,yMal,G14
ועתה,481,13,yAhora,G14
פן,780,15,paraQueNo,G14
ישלח,348,15,alargue,G14
ידו,20,2,suMano,G14
ולקח,144,9,yTome,G14
גם,603,9,tambien,G14
מעץ,1010,2,delArbolDe,G14
החיים,633,12,laVida,G14
ואכל,57,12,yComa,G14
וחי,24,6,yViva,G14
לעלם,730,10,paraSiempre,G14
וישלחהו,365,14,yLoEnvio,G14
יהוה,26,8,Ashem,G14
אלהים,646,16,Dios,G14
מגן,743,14,elHuertoDe,G14
עדן,774,18,eden,G14
לעבד,106,7,aTrabajar,G14
את,401,5,**,G14
האדמה,55,10,elTerreno,G14
אשר,501,6,que,G14
לקח,138,12,fueTomadoD,G14
משם,940,13,deAlli,G14
ויגרש,519,15,yExpulso,G14
את,401,5,**,G14
האדם,610,7,elHOmbre,G14
וישכן,1036,10,yPuso,G14
מקדם,744,15,alEste,G14
לגן,733,13,delHuertoDe,G14
עדן,774,18,eden,G14
את,401,5,**,G14
הכרבים,837,18,losQueruBines,G14
ואת,407,11,y**,G14
להט,44,8,llamaDe,G14
החרב,215,8,laEspada,G14
המתהפכת,950,14,laQueDabaVueltas,G14
לשמר,570,12,paraGuardar,G14
את,401,5,**,G14
דרך,704,11,caminoDe,G14
עץ,970,16,arbolDe,G14
החיים,633,12,laVida,G14
והאדם,616,13,yElHombreA,G14
ידע,84,12,conocio,G14
את,401,5,**,G14
חוה,19,10,eva,G14
אשתו,707,14,suMujer,G14
ותהר,611,8,yConocibio,G14
ותלד,440,8,yDioALuz,G14
את,401,5,**,G14
קין,810,9,cain,G14
ותאמר,647,17,yDijo,G14
קניתי,370,10,heProducido,G14
איש,311,5,hombre,G14
את,401,5,**,G14
יהוה,26,8,Ashem,G14
ותסף,1266,15,yContinuo,G14
ללדת,464,14,paraDarALuz,G14
את,401,5,**,G14
אחיו,25,7,suHermano,G14
את,401,5,**,G14
הבל,37,10,abel,G14
ויהי,31,4,yFue,G14
הבל,37,10,abel,G14
רעה,275,14,pastorDe,G14
צאן,791,17,rebaño,G14
וקין,816,15,yCain,G14
היה,20,2,era,G14
עבד,76,13,trabajadorDel,G14
אדמה,50,5,terreno,G14
ויהי,31,4,yFue,G14
מקץ,1040,5,despuesDe,G14
ימים,660,12,dias,G14
ויבא,19,10,yTrajo,G14
קין,810,9,cain,G14
מפרי,330,6,delFrutoDe,G14
האדמה,55,10,elTerreno,G14
מנחה,103,4,ofrenda,G14
ליהוה,56,11,paraAshem,G14
והבל,43,7,yAvel,G14
הביא,18,9,trajo,G14
גם,603,9,el*tambien,G14
הוא,12,3,tambien*el,G14
מבכרות,668,20,dePrimogenitosDe,G14
צאנו,147,12,suRebaño,G14
ומחלבהן,791,17,yDeSuGrasa,G14
וישע,386,17,yMiroConFavor,G14
יהוה,26,8,Ashem,G12
אל,31,4,a,G14
הבל,37,10,abel,G14
ואל,37,10,yA,G14
מנחתו,504,9,suOfrenda,G14
ואל,37,10,yA,G14
קין,810,9,cain,G14
ואל,37,10,yA,G14
מנחתו,504,9,suOfrenda,G14
לא,31,4,no,G14
שעה,375,15,miroConFavor,G14
ויחר,224,8,ySeEncolerizo,G14
לקין,840,12,cain,G14
מאד,45,9,mucho,G14
ויפלו,132,6,yDecayeron,G14
פניו,146,11,susfaces,G14
ויאמר,257,14,yDijo,G14
יהוה,26,8,Ashem,G14
אל,31,4,a,G14
קין,810,9,cain,G14
למה,75,12,porQue,G14
חרה,213,6,hayIra,G14
לך,530,8,paraTi,G14
ולמה,81,9,yPorQue,G14
נפלו,166,13,decaen,G14
פניך,640,10,tusFaces,G14
הלוא,42,6,acasoNo,G14
אם,601,7,si,G14
תיטיב,431,8,hacesbien,G14
שאת,701,8,serLevantado,G14
ואם,607,13,ySi,G14
לא,31,4,no,G14
תיטיב,431,8,hacesBien,G14
לפתח,518,14,aLaPuerta,G14
חטאת,418,13,elPecado,G14
רבץ,1102,4,yaciente,G14
ואליך,547,16,yParaTi,G14
תשוקתו,1212,6,suDeseo,G14
ואתה,412,7,yTu,G14
תמשל,770,14,dominas,G14
בו,8,8,enEl,G14
ויאמר,257,14,yDijo,G14
קין,810,9,cain,G14
אל,31,4,a,G14
הבל,37,10,abel,G14
אחיו,25,7,suHermano,G14
ויהי,31,4,yFue,G14
בהיותם,1023,6,enSuEstar,G14
בשדה,311,5,enElCampo,G14
ויקם,716,14,ySeLevanto,G14
קין,810,9,cain,G14
אל,31,4,contra,G14
הבל,37,10,abel,G14
אחיו,25,7,suHermano,G14
ויהרגהו,235,10,yLeMato,G14
ויאמר,257,14,yDijo,G14
יהוה,26,8,Ashem,G14
אל,31,4,a,G14
קין,810,9,cain,G14
אי,11,2,donde,G14
הבל,37,10,abel,G14
אחיך,519,15,tuHermano,G14
ויאמר,257,14,yDijo,G14
לא,31,4,no,G14
ידעתי,494,17,se,G14
השמר,545,14,aCasoGuardade,G14
אחי,19,10,miHermano,G16
אנכי,81,9,yo,G16
ויאמר,257,14,yDijo,G16
מה,45,9,que,G16
עשית,780,15,hiciste,G16
קול,136,10,vosDe,G16
דמי,54,9,sangreDe,G16
אחיך,519,15,tuHermano,G16
צעקים,870,15,clamantes,G16
אלי,41,5,aMi,G16
מן,740,11,desde,G16
האדמה,55,10,elTerreno,G16
ועתה,481,13,yHaora,G16
ארור,407,11,maldito,G16
אתה,406,10,tu,G16
מן,740,11,desde,G16
האדמה,55,10,elTerreno,G16
אשר,501,6,que,G16
פצתה,575,17,abrio,G16
את,401,5,**,G16
פיה,95,14,suBoca,G16
לקחת,538,16,paraCoger,G16
את,401,5,**,G16
דמי,54,9,lasSangresDe,G16
אחיך,519,15,tuHermano,G16
מידך,554,14,deTuMano,G16
כי,30,3,porQue,G16
תעבד,476,17,trabajaras,G16
את,401,5,**,G16
האדמה,55,10,elTerreno,G16
לא,31,4,no,G16
תסף,1260,9,continuara,G16
תת,800,8,dando,G16
כחה,33,6,suFuerza,G16
לך,530,8,paraTi,G16
נע,120,3,inquieto,G16
ונד,60,6,yErrante,G16
תהיה,420,6,seras,G16
בארץ,1103,5,enLaTierra,G16
ויאמר,257,14,yDijo,G16
קין,810,9,cain,G16
אל,31,4,a,G16
יהוה,26,8,Ashem,G16
גדול,43,7,grande,G16
עוני,136,10,miCastigo,G16
מנשוא,397,19,deSoportar,G16
הן,705,12,mira,G16
גרשת,903,12,echas,G16
אתי,411,6,aMi,G16
היום,621,9,hoy,G16
מעל,140,5,deSobre,G16
פני,140,5,fazDe,G16
האדמה,55,10,elTerreno,G16
ומפניך,686,20,yDeTuFaz,G16
אסתר,661,13,estareEscondido,G16
והייתי,441,9,yEstare,G16
נע,120,3,inquieto,G16
ונד,60,6,yEntre,G16
בארץ,1103,5,enLaTierra,G16
והיה,26,8,ySera,G16
כל,50,5,todo,G16
מצאי,141,6,meEncuentre,G16
יהרגני,278,17,meMatara,G16
ויאמר,257,14,yDijo,G16
לו,36,9,aEl,G16
יהוה,26,8,Ashem,G16
לכן,750,12,noAsi,G16
כל,50,5,todo,G16
הרג,200,2,mate,G16
קין,810,9,cain,G16
שבעתים,1382,14,sieteVeces,G16
יקם,710,8,seraVengado,G16
וישם,916,16,yPuso,G16
יהוה,26,8,Ashem,G16
לקין,840,12,aCain,G16
אות,407,11,señal,G16
לבלתי,472,13,paraNo,G16
הכות,431,8,matar,G16
אתו,407,11,aEl,G16
כל,50,5,todo,G16
מצאו,137,11,encontrandole,G16
ויצא,107,8,ySalio,G16
קין,810,9,cain,G16
מלפני,210,3,dePresenciaDe,G16
יהוה,26,8,Ashem,G16
וישב,318,12,yHabito,G16
בארץ,1103,5,enTierraDE,G16
נוד,60,6,Nod,G16
קדמת,544,13,alEsteDe,G16
עדן,774,18,eden,G16
וידע,90,9,yConocio,G16
קין,810,9,cain,G16
את,401,5,**,G16
אשתו,707,14,suMujer,G16
ותהר,611,8,yConsibio,G16
ותלד,440,8,yDioALuz,G16
את,401,5,**,G16
חנוך,564,15,enoch,G16
ויהי,31,4,yFue,g16
בנה,57,12,construyendo,G16
עיר,280,10,ciudad,G16
ויקרא,317,11,yLlamo,G16
שם,900,9,nombreDe,G16
העיר,285,15,laCiudad,G16
כשם,920,11,comoNombreDe,G16
בנו,58,13,suHijo,G16
חנוך,564,15,enoch,G16
ויולד,56,11,yLeNacio,G16
לחנוך,594,18,aEnoch,G16
את,401,5,**,G16
עירד,284,14,irad,G16
ועירד,290,11,eIrad,G16
ילד,44,8,engendro,G16
את,401,5,a,G16
מחויאל,95,14,mehujael,G16
ומחייאל,105,6,yMehujael,G16
ילד,44,8,engendro,G16
את,401,5,a,G16
מתושאל,777,21,metusael,G16
ומתושאל,783,18,yMetusalem,G16
ילד,44,8,engendro,G16
את,401,5,a,G16
למך,570,12,lamech,G16
ויקח,124,7,yTomo,G16
לו,36,9,paraSi,G16
למך,570,12,lamech,G16
שתי,710,8,dos,G16
נשים,960,15,mujeres,G16
שם,900,9,nombreDe,G16
האחת,414,9,laUna,G16
עדה,79,16,ada,G16
ושם,906,15,yNombreDe,G16
השנית,765,17,laSegunda,G16
צלה,125,8,zila,G16
ותלד,440,8,yDioALuz,G16
עדה,79,16,ada,G16
את,401,5,a,G16
יבל,42,6,jabal,G16
הוא,12,3,el,G16
היה,20,2,fue,G16
אבי,13,4,padreDe,G16
ישב,312,6,habitanteDe,G16
אהל,36,9,tienda,G16
ומקנה,201,3,yGanadero,G16
ושם,906,15,yNombreDe,G16
אחיו,25,7,suHermano,G16
יובל,48,12,jubal,G16
הוא,12,3,el,G16
היה,20,2,fue,G16
אבי,13,4,padreDe,G16
כל,50,5,todo,G16
תפש,780,15,tocadorDe,G16
כנור,276,15,arpa,G16
ועוגב,87,15,yFlauta,G16
וצלה,131,5,yZila,G16
גם,603,9,tambien,G16
הוא,12,3,ella,G16
ילדה,49,13,dioALuz,G16
את,401,5,a,G16
תובל,438,15,tubal,G16
קין,810,9,cain,G16
לטש,339,15,forjador,G16
כל,50,5,deToda,G16
חרש,508,13,herramientaDe,G16
נחשת,758,20,bronce,G16
וברזל,245,11,yhierro,G16
ואחות,421,7,yHermanaDe,G16
תובל,438,15,tubal,G16
קין,810,9,cain,G16
נעמה,165,12,naama,G16
ויאמר,257,14,ydijo,G16
למך,570,12,lamech,G16
לנשיו,396,18,aSusMujeres,G16
עדה,79,16,ada,G16
וצלה,131,5,yZila,G16
שמען,1110,3,escuchad,G16
קולי,146,11,miVoz,G16
נשי,360,9,mujeresDe,G16
למך,570,12,lamech,G16
האזנה,68,14,oid,G16
אמרתי,651,12,miPalabra,G16prettier
כי,30,3,que,G16
איש,311,5,hombre,G16
הרגתי,618,15,mate,G16
לפצעי,280,10,porMiHerida,G16
וילד,50,5,yunJoven,G16
לחברתי,650,11,porMiGolpe,G16
כי,30,3,que,G16
שבעתים,1382,14,sieteVeces,G16
יקם,710,8,esVengado,G16
קין,810,9,cain,G16
ולמך,576,13,yLamech,G16
שבעים,982,19,setenta,G16
ושבעה,383,14,ySiete,G16
וידע,90,9,yConocio,G16
אדם,605,11,adan,G16
עוד,80,8,otraVez,G16
את,401,5,a,G16
אשתו,707,14,suMujer,G16
ותלד,440,8,yDioALuz,G16
בן,702,9,hijo,G16
ותקרא,707,14,yLlamo,G16
את,401,5,**,G16
שמו,346,13,suNombre,G16
שת,700,7,set,G16
כי,30,3,porQue,G16
שת,700,7,consedio,G16
לי,40,4,aMi,G18
אלהים,646,16,Dios,G18
זרע,277,16,niño,G18
אחר,209,11,otro,G18
תחת,808,16,enVezDe,G18
הבל,37,10,abel,G18
כי,30,3,que,G18
הרגו,214,7,leMato,G18
קין,810,9,cain,G18
ולשת,736,16,yASet,G18
גם,603,9,el,G18
הוא,12,3,tambien,G18
ילד,44,8,fueNacido,G18
בן,702,9,hijo,G18
ויקרא,317,11,yLlamo,G18
את,401,5,**,G18
שמו,346,13,suNombre,G18
אנוש,357,15,enosh,G18
אז,8,8,entonces,G18
הוחל,49,13,empezo,G18
לקרא,331,9,aLlamar,G18
בשם,902,11,enNombreDe,G18
יהוה,26,8,Ashem,G18
זה,12,3,este,G18
ספר,340,7,libroDe,G18
תולדת,840,12,generaciondesDe,G18
אדם,605,11,adam,G18
ביום,618,15,enDiaDe,G18
ברא,203,5,crear,G18
אלהים,646,16,Dios,G18
אדם,605,11,adam,G18
בדמות,452,11,enImagenDe,G18
אלהים,646,16,Dios,G18
עשה,357,15,hizo,G18
אתו,407,11,aEl,G18
זכר,227,11,varon,G18
ונקבה,163,10,yhembra,G18
בראם,803,11,losCreo,G18
ויברך,718,16,yBendijo,G18
אתם,1001,2,aellos,G18
ויקרא,317,11,yLlamo,G18
את,401,5,**,G18
שמם,940,13,nombreDeEllos,G18
אדם,605,11,adam,G18
ביום,618,15,enDia,G18
הבראם,808,16,crearDeEllos,G18
ויחי,34,17,yVivio,G18
שלשים,1240,7,treinta,G18
ומאת,447,15,cientoDe,G18
שנה,355,13,años,G18
ויולד,56,11,yEngendro,G18
בדמותו,458,17,enSuImagen,G18
כצלמו,186,15,comoSuImagen,G18
ויקרא,317,11,yLlamo,G18
את,401,5,**,G18
שמו,346,13,suNombre,G18
שת,700,7,set,G18
ויהיו,37,10,yFueron,G18
ימי,60,6,diasde,G18
אדם,605,11,adam,G18
אחרי,219,12,despuesde,G18
הולידו,61,7,engendrarle,G18
את,401,5,a,G18
שת,700,7,set,G18
שמנה,395,17,ocho,G18
מאת,441,9,cientos,G18
שנה,355,13,años,G18
ויולד,56,11,yengendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,eHijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G18
אדם,605,11,adam,G18
אשר,501,6,que,G18
חי,18,9,vida,G18
תשע,770,14,nueve,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
ושלשים,1246,13,yTreinta,G18
שנה,355,13,año,G18
וימת,456,14,yMurio,G18
ויחי,34,7,yVivio,G18
שת,700,7,set,G18
חמש,348,15,cinco,G18
שנים,960,15,años,G18
ומאת,447,15,yCien,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
אנוש,357,15,enosh,G18
ויחי,34,7,yVivio,G18
שת,700,7,set,G18
אחרי,219,12,despuesDe,G18
הולידו,61,7,engendrar,G18
את,401,5,a,G18
אנוש,357,15,enos,G18
שבע,372,12,siete,G18
שנים,960,15,años,G18
ושמנה,401,5,yOcho,G18
מאות,447,15,cientos,G18
שנה,355,13,años,G18
ויולד,56,11,yEngendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,eHijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G18
שת,700,7,set,G18
שתים,1310,5,dos,G18
עשרה,575,17,diez,G18
שנה,355,13,año,G18
ותשע,776,20,yNueve,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
וימת,456,15,yMurio,G18
ויחי,34,7,yVivio,G18
אנוש,357,15,enos,G18
תשעים,1380,12,noventa,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
קינן,860,14,cainan,G18
ויחי,34,7,yvivio,G18
אנוש,357,15,enos,G18
אחרי,219,12,despuesDe,G18
הולידו,61,7,suEngendrar,G18
את,401,5,a,G18
קינן,860,14,cainan,G18
חמש,348,15,cinco,G18
עשרה,575,17,diez,G18
שנה,355,13,año,G18
ושמנה,401,5,yOcho,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,eHijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G18
אנוש,357,15,enos,G18
חמש,348,15,cinco,G18
שנים,960,15,años,G19
ותשע,776,20,yNueve,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
וימת,456,15,yMurio,G18
ויחי,34,7,yVivio,G18
קינן,860,14,cainan,G18
שבעים,982,19,setenta,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
מהללאל,136,10,mahalaleel,G18
ויחי,34,7,yVivio,G18
קינן,860,14,cainan,G18
אחרי,219,12,despuesDe,G18
הולידו,61,7,suEngendrar,G18
את,401,5,a,G18
מהללאל,136,10,mahalaleel,G18
ארבעים,883,19,cuarenta,G18
שנה,355,13,año,G18
ושמנה,401,5,yOcho,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,hijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G8
קינן,860,14,cainan,G18
עשר,570,12,diez,G18
שנים,960,15,años,G18
ותשע,776,20,yNueve,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
בנים,662,14,yMurio,G18
ויחי,34,7,yVivio,G18
מהללאל,136,10,mahalaleel,G18
חמש,348,15,cinco,G18
שנים,960,15,años,G18
וששים,1216,10,ySesenta,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
ירד,214,7,jared,G18
ויחי,34,7,yVivio,G18
מהללאל,136,10,mahalaleel,G18
אחרי,219,12,despuesDe,G18
הולידו,61,7,engendrar,G18
את,401,5,a,G18
ירד,214,7,jared,G18
שלשים,1240,7,treinta,G18
שנה,355,13,año,G18
ושמנה,401,5,yOcho,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,hijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G18
מהללאל,136,10,mahalaleel,G18
חמש,348,15,cinco,G18
ותשעים,1386,18,yNoventa,G18
שנה,355,13,año,G18
ושמנה,401,5,yOcho,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
וימת,456,15,yMurio,G18
ויחי,34,7,yVivio,G18
ירד,214,7,jared,G18
שתים,1310,4,dos,G18
וששים,1216,10,ySesenta,G18
שנה,355,13,año,G18
ומאת,447,15,yCien,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
חנוך,564,15,enoc,G18
ויחי,34,7,yVivio,G18
ירד,214,7,jared,G18
אחרי,219,12,despuesDe,G18
הולידו,61,7,engendrar,G18
את,401,5,a,G18
חנוך,564,15,enoc,G18
שמנה,395,17,ocho,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
ויולד,56,11,YEngendro,G18
בנים,662,14,hijos,G18
ובנות,464,14,eHijas,G18
ויהיו,37,10,yFueron,G18
כל,50,5,todos,G18
ימי,60,6,diasDe,G18
ירד,214,7,jared,G18
שתים,1310,5,dos,G18
וששים,1216,10,ySesenta,G18
שנה,355,13,año,G18
ותשע,776,20,yNueve,G18
מאות,447,15,cientos,G18
שנה,355,13,año,G18
וימת,456,15,yMurio,G18
ויחי,34,7,yVivio,G18
חנוך,564,15,enoc,G18
חמש,348,15,cinco,G18
וששים,1216,10,ySesenta,G18
שנה,355,13,año,G18
ויולד,56,11,yEngendro,G18
את,401,5,a,G18
מתושלח,784,19,matusalem,G18
ויתהלך,951,15,yCamino,G18
חנוך,564,15,enoc,G20
את,401,5,**,G20
האלהים,651,12,elDios,G20
אחרי,219,12,despues,G20
הולידו,61,7,leEngendrar,G20
את,401,5,**,G20
מתושלח,784,19,matusalem,G20
שלש,630,9,tres,G20
מאות,447,15,cientos,G20
שנה,355,13,año,G20
ויולד,56,11,yEngendro,G20
בנים,662,14,hijos,G20
ובנות,464,14,eHijas,G20
ויהי,31,4,yFue,G20
כל,50,5,todos,G20
ימי,60,6,diasDe,G20
חנוך,564,15,enoc,G18
חמש,348,15,cinco,G20
וששים,1216,10,ySesenta,G20
שנה,355,13,año,G20
ושלש,636,15,yTres,G20
מאות,447,15,cientos,G20
שנה,355,13,año,G20
ויתהלך,951,15,yCamino,G20
חנוך,564,15,enoc,G20
את,401,5,**,G20
האלהים,651,12,elDios,G20
ואיננו,123,6,yNoEstuvo,G20
כי,30,3,porQue,G20
לקח,138,12,tomo,G20
אתו,407,11,aEl,G20
אלהים,646,16,dios,G20
ויחי,34,7,yVivio,G20
מתושלח,784,19,matusalem,G20
שבע,372,12,siete,G20
ושמנים,1006,7,yOchenta,G20
שנה,355,13,año,G20
ומאת,447,15,yCien,G20
שנה,355,13,año,G20
ויולד,56,11,yEngendro,G20
את,401,5,a,G20
למך,570,12,lamelec,G20
ויחי,34,7,yVivio,G20
מתושלח,784,19,matusalem,G20
אחרי,219,12,despues,G20
הולידו,61,7,leEngendrar,G20
את,401,5,a,G20
למך,570,12,lamec,G20
שתים,1310,5,dos,G20
ושמונים,1012,4,yOchenta,G20
שנה,355,13,año,G20
ושבע,378,18,ySiete,G20
מאות,447,15,cientos,G20
שנה,355,13,año,G20
ויולד,56,11,yEngendro,G20
בנים,662,14,hijos,G20
ובנות,464,14,eHijas,G20
ויהיו,37,10,yFueron,G20
כל,50,5,todo,G20
ימי,60,6,diasDe,G20
מתושלח,784,19,matusalem,G20
תשע,770,14,nueve,G20
וששים,1216,10,ySesenta,G20
